Fuente de Financiación,Situacion de Fondos,Recurso Presupuestal,Codigo del Sector,Nombre del Sector,Codigo Entidad,Nombre Entidad,Apropiación Vigente,Compromisos,Obligaciones,Pagos
Nación,CSF,RECURSOS CORRIENTES,3,AMBIENTE Y DESARROLLO SOSTENIBLE,32-23-00,CORPORACIÓN PARA EL DESARROLLO SOSTENIBLE DEL SUR DE LA AMAZONIA (CORPOAMAZONIA),2770529000.0,2277021727.0,2211147777.0,2211147777.0
Nación,CSF,RECURSOS CORRIENTES,3,AMBIENTE Y DESARROLLO SOSTENIBLE,32-24-00,CORPORACIÓN PARA EL DESARROLLO SOSTENIBLE DEL NORTE Y ORIENTE DE LA AMAZONIA (CDA),2925006600.0,2476481405.0,2474689705.0,2474689705.0
Nación,CSF,RECURSOS CORRIENTES,3,AMBIENTE Y DESARROLLO SOSTENIBLE,32-26-00,"CORPORACIÓN PARA EL DESARROLLO SOSTENIBLE DEL ARCHIPIÉLAGO DE SAN ANDRÉS, PROVIDENCIA Y SANTA CATALINA (CORALINA)",2858084600.0,2278031969.0,2278031969.0,2278031969.0
Nación,CSF,RECURSOS CORRIENTES,3,AMBIENTE Y DESARROLLO SOSTENIBLE,32-27-00,CORPORACIÓN PARA EL DESARROLLO SOSTENIBLE DEL ÁREA DE MANEJO ESPECIAL LA MACARENA (CORMACARENA),3105611000.0,3105545772.0,3105545772.0,3105545772.0
Nación,CSF,RECURSOS CORRIENTES,3,AMBIENTE Y DESARROLLO SOSTENIBLE,32-28-00,CORPORACIÓN PARA EL DESARROLLO SOSTENIBLE DE LA MOJANA Y EL SAN JORGE (CORPOMOJANA),2807432000.0,2485090783.0,2472415215.0,2472415215.0
Nación,CSF,RECURSOS CORRIENTES,3,AMBIENTE Y DESARROLLO SOSTENIBLE,32-29-00,CORPORACIÓN AUTÓNOMA REGIONAL DE LA ORINOQUIA (CORPORINOQUIA),2658829000.0,2376816292.0,2376816292.0,2376816292.0
Nación,CSF,RECURSOS CORRIENTES,3,AMBIENTE Y DESARROLLO SOSTENIBLE,32-30-00,CORPORACIÓN AUTÓNOMA REGIONAL DE SUCRE (CARSUCRE),3107055800.0,2896352804.0,2841171506.0,2841171506.0
Nación,CSF,RECURSOS CORRIENTES,3,AMBIENTE Y DESARROLLO SOSTENIBLE,32-31-00,CORPORACIÓN AUTÓNOMA REGIONAL DEL ALTO MAGDALENA (CAM),2943835000.0,2521332125.0,2513279788.0,2513279788.0
Nación,CSF,RECURSOS CORRIENTES,3,AMBIENTE Y DESARROLLO SOSTENIBLE,32-32-00,CORPORACIÓN AUTÓNOMA REGIONAL DEL CENTRO DE ANTIOQUIA (CORANTIOQUIA),3212798600.0,2363666812.0,2363666812.0,2363666812.0
Nación,CSF,RECURSOS CORRIENTES,3,AMBIENTE Y DESARROLLO SOSTENIBLE,32-33-00,CORPORACIÓN AUTÓNOMA REGIONAL DEL ATLÁNTICO (CRA),2521411000.0,2095000000.0,2095000000.0,2095000000.0
Nación,CSF,RECURSOS CORRIENTES,3,AMBIENTE Y DESARROLLO SOSTENIBLE,32-34-00,CORPORACIÓN AUTÓNOMA REGIONAL DE SANTANDER (CAS),2846356000.0,2261087146.0,2261087146.0,2261087146.0
Nación,CSF,RECURSOS CORRIENTES,3,AMBIENTE Y DESARROLLO SOSTENIBLE,32-35-00,CORPORACIÓN AUTÓNOMA REGIONAL DE BOYACÁ (CORPOBOYACÁ),2817732200.0,2491736570.0,2471577987.0,2469657708.0
Nación,CSF,RECURSOS CORRIENTES,3,AMBIENTE Y DESARROLLO SOSTENIBLE,32-36-00,CORPORACIÓN AUTÓNOMA REGIONAL DE CHIVOR (CORPOCHIVOR),2882837800.0,2284302243.0,2163061029.0,2163061029.0
Nación,CSF,RECURSOS CORRIENTES,3,AMBIENTE Y DESARROLLO SOSTENIBLE,32-37-00,CORPORACIÓN AUTÓNOMA REGIONAL DEL GUAVIO (CORPOGUAVIO),947219000.0,726087999.0,614524522.0,614524522.0
Nación,CSF,RECURSOS CORRIENTES,3,AMBIENTE Y DESARROLLO SOSTENIBLE,32-38-00,CORPORACIÓN AUTÓNOMA REGIONAL DEL CANAL DEL DIQUE (CARDIQUE),3051615000.0,2501916000.0,2484486000.0,2484486000.0
Nación,CSF,RECURSOS CORRIENTES,3,AMBIENTE Y DESARROLLO SOSTENIBLE,32-39-00,CORPORACIÓN AUTÓNOMA REGIONAL DEL SUR DE BOLIVAR (CSB),3335749000.0,2226346435.0,2146345903.0,2146345903.0
Nación,CSF,RECURSOS CORRIENTES,30,INCLUSION SOCIAL Y RECONCILIACION,41-01-01,DEPARTAMENTO ADMINISTRATIVO PARA LA PROSPERIDAD SOCIAL - GESTION GENERAL,8326080000000.0,4364860000000.0,4057990000000.0,4057110000000.0
Nación,CSF,RECURSOS CORRIENTES,30,INCLUSION SOCIAL Y RECONCILIACION,41-04-00,UNIDAD DE ATENCION Y REPARACION INTEGRAL A LAS VICTIMAS,4305570000000.0,2775720000000.0,2004080000000.0,2002750000000.0
Nación,CSF,RECURSOS CORRIENTES,30,INCLUSION SOCIAL Y RECONCILIACION,41-05-00,CENTRO DE MEMORIA HISTORICA,16845515000.0,12184459239.0,11303485739.0,11303485739.0
Nación,CSF,RECURSOS CORRIENTES,31,INTELIGENCIA,42-01-01,DEPARTAMENTO ADMINISTRATIVO DIRECCION NACIONAL DE INTELIGENCIA - GESTION GENERAL,190323000000.0,103874000000.0,88924803180.0,88895651048.0
Nación,CSF,RECURSOS CORRIENTES,32,DEPORTE Y RECREACION,43-01-01,MINISTERIO DEL DEPORTE - GESTION GENERAL,120041000000.0,36989942691.0,34589094882.0,34576094882.0
Nación,CSF,RECURSOS CORRIENTES,33,"VIVIENDA, CIUDAD Y TERRITORIO",40-01-01,"MINISTERIO DE VIVIENDA, CIUDAD Y TERRITORIO - GESTION GENERAL",4086320000000.0,3012320000000.0,2880180000000.0,2878320000000.0
Nación,CSF,RECURSOS CORRIENTES,35,"SISTEMA INTEGRAL DE VERDAD, JUSTICIA, REPARACIÓN Y NO REPETICIÓN",44-01-01,JURISDICCION ESPECIAL PARA LA PAZ - GESTION GENERAL,499671000000.0,387157000000.0,330478000000.0,329875000000.0
Nación,CSF,RECURSOS CORRIENTES,35,"SISTEMA INTEGRAL DE VERDAD, JUSTICIA, REPARACIÓN Y NO REPETICIÓN",44-03-00,UNIDAD DE BUSQUEDA DE PERSONAS DADAS POR DESAPARECIDAS EN EL CONTEXTO Y EN RAZON DEL CONFLICTO ARMADO (UBPD),146454000000.0,108412000000.0,92859459964.0,92815632087.0
Nación,CSF,RECURSOS CORRIENTES,36,IGUALDAD Y EQUIDAD,46-01-01,MINISTERIO DE IGUALDAD Y EQUIDAD - GESTIÓN GENERAL,1400460000000.0,1332210000000.0,28992071936.0,28818524587.0
Nación,CSF,RECURSOS CORRIENTES,36,IGUALDAD Y EQUIDAD,46-02-00,INSTITUTO COLOMBIANO DE BIENESTAR FAMILIAR (ICBF),6078210000000.0,5777940000000.0,4114920000000.0,4114520000000.0
Nación,CSF,RECURSOS CORRIENTES,36,IGUALDAD Y EQUIDAD,46-03-00,INSTITUTO NACIONAL PARA SORDOS (INSOR),15266810252.0,11735164232.0,8829703331.0,8829703331.0
Nación,CSF,RECURSOS CORRIENTES,36,IGUALDAD Y EQUIDAD,46-04-00,INSTITUTO NACIONAL PARA CIEGOS (INCI),9255498754.0,6474588488.0,5814311038.0,5814311038.0
Nación,CSF,RECURSOS CORRIENTES,4,CULTURA,33-01-01,"MINISTERIO DE LAS CULTURAS, LAS ARTES Y LOS SABERES - GESTION GENERAL",1234190000000.0,892470000000.0,488344000000.0,478682000000.0
Nación,CSF,RECURSOS CORRIENTES,4,CULTURA,33-04-00,ARCHIVO GENERAL DE LA NACION,18968225456.0,13633229269.0,12775926932.0,12734578412.0
Nación,CSF,RECURSOS CORRIENTES,4,CULTURA,33-05-00,INSTITUTO COLOMBIANO DE ANTROPOLOGIA E HISTORIA,52312845323.0,35477668182.0,24018477433.0,23849438344.0
Nación,CSF,RECURSOS CORRIENTES,4,CULTURA,33-07-00,INSTITUTO CARO Y CUERVO,27411115291.0,15705142998.0,11706556837.0,11639510547.0
Nación,CSF,RECURSOS CORRIENTES,5,SALUD Y PROTECCION SOCIAL,19-01-01,MINISTERIO DE SALUD Y PROTECCION SOCIAL - GESTION GENERAL,55356100000000.0,41056300000000.0,38767800000000.0,38767800000000.0
Nación,CSF,RECURSOS CORRIENTES,5,SALUD Y PROTECCION SOCIAL,19-01-06,MINISTERIO  DE SALUD Y PROTECCIÓN SOCIAL - UNIDAD ADMINISTRATIVA ESPECIAL FONDO NACIONAL DE ESTUPEFACIENTES,1057136588.0,915619176.0,340689159.0,324535680.0
Nación,CSF,RECURSOS CORRIENTES,5,SALUD Y PROTECCION SOCIAL,19-03-00,INSTITUTO NACIONAL DE SALUD (INS),107826000000.0,70236526746.0,53609776477.0,53543003231.0
Nación,CSF,RECURSOS CORRIENTES,5,SALUD Y PROTECCION SOCIAL,19-13-01,FONDO DE PREVISIÓN SOCIAL DEL CONGRESO - PENSIONES,335682000000.0,240164000000.0,239552000000.0,239497000000.0
Nación,CSF,RECURSOS CORRIENTES,5,SALUD Y PROTECCION SOCIAL,19-13-02,FONDO DE PREVISIÓN SOCIAL DEL CONGRESO - CESANTÍAS Y VIVIENDA,7707701000.0,3932307317.0,3932307317.0,3932307317.0
Nación,CSF,RECURSOS CORRIENTES,5,SALUD Y PROTECCION SOCIAL,19-14-01,FONDO PASIVO SOCIAL DE FERROCARRILES NACIONALES DE COLOMBIA - SALUD,176381000000.0,160677000000.0,106415000000.0,106404000000.0
Nación,CSF,RECURSOS CORRIENTES,5,SALUD Y PROTECCION SOCIAL,19-14-02,FONDO PASIVO SOCIAL DE FERROCARRILES NACIONALES DE COLOMBIA - PENSIONES,419417000000.0,302381000000.0,295610000000.0,295458000000.0
Nación,CSF,RECURSOS CORRIENTES,6,AGRICULTURA Y DESARROLLO RURAL,17-01-01,MINAGRICULTURA - GESTIÓN GENERAL,1711890000000.0,1207800000000.0,551920000000.0,551576000000.0
Nación,CSF,RECURSOS CORRIENTES,6,AGRICULTURA Y DESARROLLO RURAL,17-01-06,"UNIDAD DE PLANIFICACION DE TIERRAS RURALES, ADECUACION DE TIERRAS Y USOS AGROPECUARIOS (UPRA)",66517585880.0,61783272350.0,41928007703.0,41763037245.0
Nación,CSF,RECURSOS CORRIENTES,6,AGRICULTURA Y DESARROLLO RURAL,17-02-00,INSTITUTO COLOMBIANO AGROPECUARIO (ICA),429689000000.0,288240000000.0,215562000000.0,212068000000.0
Nación,CSF,RECURSOS CORRIENTES,6,AGRICULTURA Y DESARROLLO RURAL,17-15-00,AUTORIDAD NACIONAL DE ACUICULTURA Y PESCA - AUNAP,164093000000.0,123756000000.0,52147482812.0,52147482812.0
Nación,CSF,RECURSOS CORRIENTES,6,AGRICULTURA Y DESARROLLO RURAL,17-16-00,UNIDAD ADMINISTRATIVA ESPECIAL DE GESTION DE RESTITUCION DE TIERRAS DESPOJADAS,472870000000.0,382682000000.0,275775000000.0,270623000000.0
Nación,CSF,RECURSOS CORRIENTES,6,AGRICULTURA Y DESARROLLO RURAL,17-17-00,AGENCIA NACIONAL DE TIERRAS - ANT,5157960000000.0,2096750000000.0,516196000000.0,515124000000.0
Nación,CSF,RECURSOS CORRIENTES,6,AGRICULTURA Y DESARROLLO RURAL,17-18-00,AGENCIA DE DESARROLLO RURAL - ADR,992508000000.0,632550000000.0,273078000000.0,272758000000.0
Nación,CSF,RECURSOS CORRIENTES,7,MINAS Y ENERGIA,21-01-01,MINISTERIO DE MINAS Y ENERGIA - GESTION GENERAL,6317470000000.0,4830700000000.0,3586690000000.0,3585880000000.0
Nación,CSF,RECURSOS CORRIENTES,7,MINAS Y ENERGIA,21-01-13,MINISTERIO DE MINAS Y ENERGIA - COMISION DE REGULACION DE ENERGIA Y GAS - CREG -,6077900000.0,2880999932.0,2670647732.0,2626058378.0
Nación,CSF,RECURSOS CORRIENTES,7,MINAS Y ENERGIA,21-03-00,SERVICIO GEOLOGICO COLOMBIANO,59833881000.0,44061273946.0,38250470367.0,38190148956.0
Nación,CSF,RECURSOS CORRIENTES,7,MINAS Y ENERGIA,21-10-00,INSTITUTO DE PLANIFICACION Y PROMOCION DE SOLUCIONES  ENERGETICAS PARA LAS ZONAS NO INTERCONECTADAS - IPSE,278258000000.0,155954000000.0,18711701354.0,18698061040.0
Nación,CSF,RECURSOS CORRIENTES,7,MINAS Y ENERGIA,21-12-00,AGENCIA NACIONAL DE MINERIA - ANM,50509700000.0,35385981697.0,26263553502.0,25730552005.0
Nación,CSF,RECURSOS CORRIENTES,8,TECNOLOGÍAS DE LA INFORMACIÓN Y LAS COMUNICACIONES,23-01-01,MINISTERIO DE TECNOLOGÍAS DE LA INFORMACIÓN Y LAS COMUNICACIONES - GESTIÓN GENERAL,119681000000.0,116122000000.0,80462142117.0,79898788253.0
Nación,CSF,RECURSOS CORRIENTES,8,TECNOLOGÍAS DE LA INFORMACIÓN Y LAS COMUNICACIONES,23-06-00,FONDO UNICO DE TECNOLOGIAS DE LA INFORMACION Y LAS COMUNICACIONES,946791000000.0,479457000000.0,55037220967.0,55012487434.0
Nación,CSF,RECURSOS CORRIENTES,9,TRANSPORTE,24-01-01,MINISTERIO DE TRANSPORTE - GESTION GENERAL,322808000000.0,284440000000.0,127636000000.0,127636000000.0
Nación,CSF,RECURSOS CORRIENTES,9,TRANSPORTE,24-02-00,INSTITUTO NACIONAL DE VIAS,1625350000000.0,1147450000000.0,514634000000.0,513810000000.0
Nación,CSF,RECURSOS CORRIENTES,9,TRANSPORTE,24-13-00,AGENCIA NACIONAL DE INFRAESTRUCTURA,7330820000000.0,5719320000000.0,1794730000000.0,1794610000000.0
Nación,CSF,RECURSOS CORRIENTES,9,TRANSPORTE,24-14-00,UNIDAD DE PLANEACION DEL SECTOR DE INFRAESTRUCTURA DE TRANSPORTE,34687836123.0,27121675674.0,20655979162.0,20619538395.0
Nación,CSF,RECURSOS CORRIENTES,9,TRANSPORTE,24-15-00,COMISIÓN DE REGULACIÓN DE INFRAESTRUCTURA Y TRANSPORTE,1330936000.0,0.0,0.0,0.0
Nación,SSF,DONACIONES,27,JUSTICIA Y DEL DERECHO,12/1/2001,MINISTERIO DE JUSTICIA Y DEL DERECHO - GESTION GENERAL,905264500.0,731750000.0,332042600.0,332042600.0
Nación,SSF,FONDO ESPECIAL DEFENSA NACIONAL,14,DEFENSA Y POLICIA,15-01-01,MINISTERIO DE DEFENSA NACIONAL - GESTIÓN GENERAL,2740000000.0,214670000.0,211850822.0,211850822.0
Nación,SSF,FONDO ESPECIAL DEFENSA NACIONAL,14,DEFENSA Y POLICIA,15-01-03,MINISTERIO DE DEFENSA NACIONAL - EJÉRCITO,1760000000.0,47370108.0,13500000.0,13500000.0
Nación,SSF,FONDOS ESPECIALES,14,DEFENSA Y POLICIA,15-01-02,MINISTERIO DE DEFENSA NACIONAL - COMANDO GENERAL,15584000000.0,9924288121.0,6266052059.0,6231765361.0
Nación,SSF,FONDOS ESPECIALES,14,DEFENSA Y POLICIA,15-01-03,MINISTERIO DE DEFENSA NACIONAL - EJÉRCITO,178855000000.0,87912356571.0,54327934927.0,54327647344.0
Nación,SSF,FONDOS ESPECIALES,14,DEFENSA Y POLICIA,15-01-04,MINISTERIO DE DEFENSA NACIONAL - ARMADA,75879000000.0,55724194722.0,29707696795.0,29641258747.0
Nación,SSF,FONDOS ESPECIALES,14,DEFENSA Y POLICIA,15-01-05,MINISTERIO DE DEFENSA NACIONAL - FUERZA AÉREA,58599000000.0,37724749427.0,21785999500.0,21328039586.0
Nación,SSF,FONDOS ESPECIALES,14,DEFENSA Y POLICIA,15-01-11,MINISTERIO DE DEFENSA NACIONAL - SALUD,1442460000000.0,1199580000000.0,924347000000.0,908324000000.0
Nación,SSF,FONDOS ESPECIALES,14,DEFENSA Y POLICIA,15-01-12,MINISTERIO DE DEFENSA NACIONAL - DIRECCIÓN GENERAL MARITIMA (DIMAR),215651000000.0,154358000000.0,102065000000.0,101387000000.0
Nación,SSF,FONDOS ESPECIALES,14,DEFENSA Y POLICIA,16-01-01,POLICÍA NACIONAL - GESTIÓN GENERAL,213082000000.0,153926000000.0,84539873590.0,81727849921.0
Nación,SSF,FONDOS ESPECIALES,14,DEFENSA Y POLICIA,16-01-02,POLICÍA NACIONAL - SALUD,1355230000000.0,1152010000000.0,870408000000.0,816554000000.0
Nación,SSF,FONDOS ESPECIALES,14,DEFENSA Y POLICIA,16-01-03,POLICIA NACIONAL - EDUCACION,6889000000.0,4584536746.0,1786749206.0,1724464502.0
Nación,SSF,FONDOS ESPECIALES,16,"COMERCIO, INDUSTRIA Y TURISMO",35-01-02,MINCOMERCIO INDUSTRIA TURISMO - DIRECCION GENERAL DE COMERCIO EXTERIOR,34439101000.0,22732808966.0,19425660676.0,19316525515.0
Nación,SSF,FONDOS ESPECIALES,17,ORGANISMOS DE CONTROL,25-01-05,MINISTERIO PUBLICO - INSTITUTO DE ESTUDIOS DEL MINISTERIO PUBLICO,624000000.0,464920363.0,158453070.0,158453070.0
Nación,SSF,FONDOS ESPECIALES,17,ORGANISMOS DE CONTROL,25-02-00,DEFENSORIA DEL PUEBLO,402794000000.0,170506000000.0,136777000000.0,134414000000.0
Nación,SSF,FONDOS ESPECIALES,17,ORGANISMOS DE CONTROL,26-01-01,CONTRALORIA GENERAL DE LA REPUBLICA - GESTION GENERAL,244000000.0,0.0,0.0,0.0
Nación,SSF,FONDOS ESPECIALES,2,EDUCACION,22-01-01,MINISTERIO EDUCACION NACIONAL - GESTION GENERAL,558591000000.0,387138000000.0,309826000000.0,309735000000.0
Nación,SSF,FONDOS ESPECIALES,24,"CIENCIA, TECNOLOGÍA E INNOVACIÓN",39-01-01,"MINISTERIO DE CIENCIA, TECNOLOGIA E INNOVACION - GESTION GENERAL",70000000000.0,10000000000.0,10000000000.0,10000000000.0
Nación,SSF,FONDOS ESPECIALES,25,RAMA JUDICIAL,27-01-02,RAMA JUDICIAL - CONSEJO SUPERIOR DE LA JUDICATURA,272758000000.0,40030218914.0,10407833714.0,10384939442.0
Nación,SSF,FONDOS ESPECIALES,25,RAMA JUDICIAL,27-01-08,RAMA JUDICIAL - TRIBUNALES Y JUZGADOS,50507924959.0,14466751044.0,14458474587.0,14399345312.0
Nación,SSF,FONDOS ESPECIALES,29,TRABAJO,36-01-01,MINISTERIO DEL TRABAJO - GESTION GENERAL,292806000000.0,134840000000.0,120944000000.0,120944000000.0
Nación,SSF,FONDOS ESPECIALES,29,TRABAJO,36-01-07,MINISTERIO DEL TRABAJO - SUPERINTENDENCIA DE SUBSIDIO FAMILIAR,173107000.0,0.0,0.0,0.0
Nación,SSF,FONDOS ESPECIALES,3,AMBIENTE Y DESARROLLO SOSTENIBLE,32-01-01,MINISTERIO DE AMBIENTE Y DESARROLLO SOSTENIBLE - GESTION GENERAL,1759662468.0,0.0,0.0,0.0
Nación,SSF,FONDOS ESPECIALES,3,AMBIENTE Y DESARROLLO SOSTENIBLE,32-08-00,CORPORACIÓN AUTÓNOMA REGIONAL DE LOS VALLES DEL SINÚ Y SAN JORGE (CVS),5573959371.0,5151943069.0,1733428971.0,1728339531.0
Nación,SSF,FONDOS ESPECIALES,3,AMBIENTE Y DESARROLLO SOSTENIBLE,32-10-00,CORPORACIÓN PARA EL DESARROLLO SOSTENIBLE DEL URABÁ (CORPOURABÁ),7410112518.0,4421220748.0,260490410.0,87955137.0
Nación,SSF,FONDOS ESPECIALES,3,AMBIENTE Y DESARROLLO SOSTENIBLE,32-12-00,CORPORACIÓN AUTÓNOMA REGIONAL PARA EL DESARROLLO SOSTENIBLE DEL CHOCO (CODECHOCO),8283531877.0,5121825076.0,1043071820.0,1032130953.0
Nación,SSF,FONDOS ESPECIALES,3,AMBIENTE Y DESARROLLO SOSTENIBLE,32-16-00,CORPORACIÓN AUTÓNOMA REGIONAL DE NARIÑO (CORPONARIÑO),6027570240.0,5367441129.0,1927152050.0,1384038450.0
Nación,SSF,FONDOS ESPECIALES,3,AMBIENTE Y DESARROLLO SOSTENIBLE,32-18-00,CORPORACIÓN AUTÓNOMA REGIONAL DE LA GUAJIRA (CORPOGUAJIRA),5526460371.0,232398680.0,0.0,0.0
Nación,SSF,FONDOS ESPECIALES,3,AMBIENTE Y DESARROLLO SOSTENIBLE,32-19-00,CORPORACIÓN AUTÓNOMA REGIONAL DEL CESAR (CORPOCESAR),3225042713.0,431394157.0,0.0,0.0
Nación,SSF,FONDOS ESPECIALES,3,AMBIENTE Y DESARROLLO SOSTENIBLE,32-23-00,CORPORACIÓN PARA EL DESARROLLO SOSTENIBLE DEL SUR DE LA AMAZONIA (CORPOAMAZONIA),9134369578.0,6870285687.0,508056232.0,272559353.0
Nación,SSF,FONDOS ESPECIALES,3,AMBIENTE Y DESARROLLO SOSTENIBLE,32-24-00,CORPORACIÓN PARA EL DESARROLLO SOSTENIBLE DEL NORTE Y ORIENTE DE LA AMAZONIA (CDA),8833822932.0,2065376177.0,303865018.0,169770725.0
Nación,SSF,FONDOS ESPECIALES,3,AMBIENTE Y DESARROLLO SOSTENIBLE,32-26-00,"CORPORACIÓN PARA EL DESARROLLO SOSTENIBLE DEL ARCHIPIÉLAGO DE SAN ANDRÉS, PROVIDENCIA Y SANTA CATALINA (CORALINA)",6886968364.0,2367198626.0,832076600.0,533657439.0
Nación,SSF,FONDOS ESPECIALES,3,AMBIENTE Y DESARROLLO SOSTENIBLE,32-27-00,CORPORACIÓN PARA EL DESARROLLO SOSTENIBLE DEL ÁREA DE MANEJO ESPECIAL LA MACARENA (CORMACARENA),7244413970.0,7137114576.0,5823803602.0,5823803602.0
Nación,SSF,FONDOS ESPECIALES,3,AMBIENTE Y DESARROLLO SOSTENIBLE,32-28-00,CORPORACIÓN PARA EL DESARROLLO SOSTENIBLE DE LA MOJANA Y EL SAN JORGE (CORPOMOJANA),7203416602.0,6480016942.0,2894775760.0,448336635.0
Nación,SSF,FONDOS ESPECIALES,3,AMBIENTE Y DESARROLLO SOSTENIBLE,32-30-00,CORPORACIÓN AUTÓNOMA REGIONAL DE SUCRE (CARSUCRE),6697922044.0,6566820713.0,3477762690.0,790880064.0
Nación,SSF,FONDOS ESPECIALES,3,AMBIENTE Y DESARROLLO SOSTENIBLE,32-36-00,CORPORACIÓN AUTÓNOMA REGIONAL DE CHIVOR (CORPOCHIVOR),5634137793.0,3803489722.0,249616286.0,177160203.0
Nación,SSF,FONDOS ESPECIALES,3,AMBIENTE Y DESARROLLO SOSTENIBLE,32-37-00,CORPORACIÓN AUTÓNOMA REGIONAL DEL GUAVIO (CORPOGUAVIO),4707291758.0,423440718.0,103638774.0,77058774.0
Nación,SSF,FONDOS ESPECIALES,3,AMBIENTE Y DESARROLLO SOSTENIBLE,32-39-00,CORPORACIÓN AUTÓNOMA REGIONAL DEL SUR DE BOLIVAR (CSB),6985317401.0,6971055001.0,5028311353.0,3341644847.0
Nación,SSF,FONDOS ESPECIALES,30,INCLUSION SOCIAL Y RECONCILIACION,41-01-01,DEPARTAMENTO ADMINISTRATIVO PARA LA PROSPERIDAD SOCIAL - GESTION GENERAL,941009000000.0,684370000000.0,684370000000.0,684370000000.0
Nación,SSF,FONDOS ESPECIALES,33,"VIVIENDA, CIUDAD Y TERRITORIO",40-01-02,COMISION DE REGULACION DE AGUA POTABLE Y SANEAMIENTO BASICO (CRA),30646392840.0,22661544344.0,17747973173.0,17731901698.0
Nación,SSF,FONDOS ESPECIALES,5,SALUD Y PROTECCION SOCIAL,19-01-01,MINISTERIO DE SALUD Y PROTECCION SOCIAL - GESTION GENERAL,2889100000000.0,2881690000000.0,1411980000000.0,1411980000000.0
Nación,SSF,FONDOS ESPECIALES,5,SALUD Y PROTECCION SOCIAL,19-01-06,MINISTERIO  DE SALUD Y PROTECCIÓN SOCIAL - UNIDAD ADMINISTRATIVA ESPECIAL FONDO NACIONAL DE ESTUPEFACIENTES,110514000.0,0.0,0.0,0.0
Nación,SSF,FONDOS ESPECIALES,7,MINAS Y ENERGIA,21-01-01,MINISTERIO DE MINAS Y ENERGIA - GESTION GENERAL,49913000000.0,42883799666.0,0.0,0.0
Nación,SSF,FONDOS ESPECIALES,7,MINAS Y ENERGIA,21-01-13,MINISTERIO DE MINAS Y ENERGIA - COMISION DE REGULACION DE ENERGIA Y GAS - CREG -,41656388982.0,28828753781.0,20756213357.0,20452070574.0
Nación,SSF,FONDOS ESPECIALES,9,TRANSPORTE,24-01-01,MINISTERIO DE TRANSPORTE - GESTION GENERAL,62389000000.0,59537257561.0,23899650858.0,23899650858.0
Nación,SSF,OTROS RECURSOS DEL TESORO,10,PLANEACION,3/1/2001,DEPARTAMENTO NACIONAL DE PLANEACION - GESTION GENERAL,4359000000.0,0.0,0.0,0.0
Nación,SSF,OTROS RECURSOS DEL TESORO,10,PLANEACION,3/3/2000,UNIDAD ADMINISTRATIVA ESPECIAL - AGENCIA NACIONAL DE CONTRATACION PUBLICA - COLOMBIA COMPRA EFICIENTE,184600000.0,0.0,0.0,0.0
Nación,SSF,OTROS RECURSOS DEL TESORO,11,INFORMACION ESTADISTICA,4/1/2001,DEPARTAMENTO ADMINISTRATIVO NACIONAL DE ESTADÍSTICA (DANE) - GESTIÓN GENERAL,860000000.0,0.0,0.0,0.0
Nación,SSF,OTROS RECURSOS DEL TESORO,12,RELACIONES EXTERIORES,11/1/2001,MINIRELACIONES EXTERIORES - GESTIÓN GENERAL,1249000000.0,0.0,0.0,0.0
Nación,SSF,OTROS RECURSOS DEL TESORO,12,RELACIONES EXTERIORES,11/2/2000,FONDO ROTATORIO DEL MINISTERIO DE RELACIONES EXTERIORES,1618000000.0,0.0,0.0,0.0
Nación,SSF,OTROS RECURSOS DEL TESORO,12,RELACIONES EXTERIORES,11/4/2000,UNIDAD ADMINISTRATIVA ESPECIAL MIGRACIÓN COLOMBIA,418000000.0,0.0,0.0,0.0
Nación,SSF,OTROS RECURSOS DEL TESORO,13,HACIENDA,13-01-01,MINISTERIO DE HACIENDA Y CRÉDITO PÚBLICO - GESTIÓN GENERAL,3440890000000.0,0.0,0.0,0.0
Nación,SSF,OTROS RECURSOS DEL TESORO,13,HACIENDA,13-01-17,"UNIDAD ADMINISTRATIVA ESPECIAL AGENCIA DEL INSPECTOR GENERAL DE TRIBUTOS, RENTAS Y CONTRIBUCIONES PARAFISCALES (ITRC)",55000000.0,0.0,0.0,0.0
Nación,SSF,OTROS RECURSOS DEL TESORO,13,HACIENDA,13-01-18,UNIDAD ADMINISTRATIVA ESPECIAL UNIDAD DE PROYECCIÓN NORMATIVA Y ESTUDIOS DE REGULACIÓN FINANCIERA (URF),16000000.0,0.0,0.0,0.0
Nación,SSF,OTROS RECURSOS DEL TESORO,13,HACIENDA,13-08-00,UNIDAD ADMINISTRATIVA ESPECIAL CONTADURÍA GENERAL DE LA NACIÓN,61000000.0,0.0,0.0,0.0
Nación,SSF,OTROS RECURSOS DEL TESORO,13,HACIENDA,13-10-00,UNIDAD ADMINISTRATIVA ESPECIAL DIRECCIÓN DE IMPUESTOS Y ADUANAS NACIONALES,9000000000.0,0.0,0.0,0.0
Nación,SSF,OTROS RECURSOS DEL TESORO,13,HACIENDA,13-12-00,UNIDAD DE INFORMACIÓN Y ANÁLISIS FINANCIERO,50000000.0,0.0,0.0,0.0
Nación,SSF,OTROS RECURSOS DEL TESORO,13,HACIENDA,13-14-01,UNIDAD ADMINISTRATIVA ESPECIAL DE GESTIÓN  PENSIONAL Y CONTRIBUCIONES PARAFISCALES DE LA PROTECCIÓN SOCIAL (UGPPP) - GESTIÓN GENERAL,14007000000.0,13776312031.0,0.0,0.0
